Year,COUNT,State,County,Arbovirus,name
2017,5,CT,09007,WNV,Culex salinarius
2017,21,CT,09009,WNV,Culex pipiens
2017,5,CT,09009,WNV,Culex restuans
2017,6,CT,09009,WNV,Culex salinarius
2017,1,CT,09009,WNV,Culiseta melanura
2017,1,CT,09011,WNV,Anopheles crucians complex
2017,3,CT,09011,WNV,Culex pipiens
2017,8,CT,09011,WNV,Culex restuans
2017,1,CT,09011,WNV,Culex salinarius
2017,1,CT,09011,WNV,Culex territans
2017,2,CT,09011,WNV,Culiseta melanura
2017,1,CT,09015,WNV,Culex pipiens
2017,1,CT,09015,WNV,Culiseta melanura
2017,1,MA,25001,WNV,Aedes j. japonicus
2017,8,MA,25001,WNV,Culex pipiens-restuans (Mixed)
2017,30,MA,25003,WNV,Culex pipiens-restuans (Mixed)
2017,2,MA,25005,WNV,Aedes c. canadensis
2017,5,MA,25005,WNV,Culex pipiens-restuans (Mixed)
2017,3,MA,25005,WNV,Culiseta melanura
2017,2,MA,25009,WNV,Coquillettidia perturbans
2017,14,MA,25009,WNV,Culex pipiens
2017,12,MA,25009,WNV,Culex pipiens-restuans (Mixed)
2017,5,MA,25009,WNV,Culex salinarius
2017,20,MA,25011,WNV,Culex pipiens-restuans (Mixed)
2017,33,MA,25013,WNV,Culex pipiens-restuans (Mixed)
2017,2,MA,25013,WNV,Culex sp.
2017,16,MA,25015,WNV,Culex pipiens-restuans (Mixed)
2017,44,MA,25017,WNV,Culex pipiens-restuans (Mixed)
2017,11,MA,25017,WNV,Culex sp.
2017,2,MA,25021,WNV,Coquillettidia perturbans
2017,9,MA,25021,WNV,Culex pipiens-restuans (Mixed)
2017,1,MA,25023,WNV,Aedes c. canadensis
2017,14,MA,25023,WNV,Culex pipiens-restuans (Mixed)
2017,2,MA,25023,WNV,Culiseta melanura
2017,26,MA,25025,WNV,Culex pipiens-restuans (Mixed)
2017,19,MA,25027,WNV,Culex pipiens-restuans (Mixed)
2017,9,MA,25027,WNV,Culex sp.
2017,1,NH,33005,WNV,Culex restuans
2017,1,NH,33011,WNV,Culex pipiens
2017,2,NH,33011,WNV,Culex pipiens-restuans (Mixed)
2017,1,NH,33015,WNV,Culex salinarius
2017,3,NH,33015,WNV,Culiseta melanura
2017,1,NH,33017,WNV,Culiseta melanura
2017,3,RI,44001,WNV,Culex sp.
2017,2,VT,50001,WNV,Aedes cinereus
2017,1,VT,50001,WNV,Aedes vexans
2017,1,VT,50001,WNV,Anopheles punctipennis
2017,1,VT,50001,WNV,Anopheles quadrimaculatus s.l.
2017,3,VT,50001,WNV,Culex pipiens-restuans (Mixed)
2017,3,VT,50001,WNV,Culiseta melanura
2017,3,VT,50001,WNV,Culiseta morsitans
2017,1,VT,50001,WNV,Other Species / Unknown
2017,2,VT,50003,WNV,Coquillettidia perturbans
2017,2,VT,50003,WNV,Other Species / Unknown
2017,1,VT,50005,WNV,Culex pipiens-restuans (Mixed)
2017,2,VT,50007,WNV,Coquillettidia perturbans
2017,17,VT,50007,WNV,Culex pipiens-restuans (Mixed)
2017,1,VT,50007,WNV,Other Species / Unknown
2017,1,VT,50011,WNV,Coquillettidia perturbans
2017,3,VT,50011,WNV,Culex pipiens-restuans (Mixed)
2017,3,VT,50011,WNV,Culiseta melanura
2017,1,VT,50015,WNV,Culex pipiens-restuans (Mixed)
2017,1,VT,50017,WNV,Coquillettidia perturbans
2017,1,VT,50019,WNV,Culiseta morsitans
2017,1,VT,50021,WNV,Anopheles punctipennis
2017,1,VT,50021,WNV,Coquillettidia perturbans
2017,3,VT,50021,WNV,Culex pipiens-restuans (Mixed)
2017,1,VT,50021,WNV,Culex territans
2017,1,VT,50021,WNV,Culiseta melanura
2017,1,VT,50021,WNV,Other Species / Unknown
2017,1,VT,50023,WNV,Coquillettidia perturbans
2017,9,VT,50023,WNV,Culex pipiens-restuans (Mixed)
2017,1,VT,50023,WNV,Other Species / Unknown
2017,2,VT,50025,WNV,Culex pipiens-restuans (Mixed)
2017,17,VT,50027,WNV,Culex pipiens-restuans (Mixed)
2017,1,VT,50027,WNV,Other Species / Unknown
2018,1,CT,09001,WNV,Aedes albopictus
2018,1,CT,09001,WNV,Aedes c. canadensis
2018,2,CT,09001,WNV,Aedes cinereus
2018,3,CT,09001,WNV,Aedes j. japonicus
2018,1,CT,09001,WNV,Aedes taeniorhynchus
2018,2,CT,09001,WNV,Coquillettidia perturbans
2018,167,CT,09001,WNV,Culex pipiens
2018,39,CT,09001,WNV,Culex restuans
2018,14,CT,09001,WNV,Culex salinarius
2018,18,CT,09001,WNV,Culiseta melanura
2018,1,CT,09001,WNV,Psorophora ferox
2018,1,CT,09003,WNV,Anopheles punctipennis
2018,1,CT,09003,WNV,Coquillettidia perturbans
2018,26,CT,09003,WNV,Culex pipiens
2018,7,CT,09003,WNV,Culex restuans
2018,1,CT,09003,WNV,Culex salinarius
2018,3,CT,09003,WNV,Culiseta melanura
2018,3,CT,09007,WNV,Aedes c. canadensis
2018,1,CT,09007,WNV,Aedes cinereus
2018,2,CT,09007,WNV,Culex pipiens
2018,3,CT,09007,WNV,Culex restuans
2018,3,CT,09007,WNV,Culex salinarius
2018,4,CT,09007,WNV,Culiseta melanura
2018,1,CT,09009,WNV,Aedes c. canadensis
2018,2,CT,09009,WNV,Aedes cinereus
2018,1,CT,09009,WNV,Aedes triseriatus
2018,1,CT,09009,WNV,Coquillettidia perturbans
2018,43,CT,09009,WNV,Culex pipiens
2018,19,CT,09009,WNV,Culex restuans
2018,6,CT,09009,WNV,Culex salinarius
2018,5,CT,09009,WNV,Culiseta melanura
2018,1,CT,09011,WNV,Aedes cinereus
2018,4,CT,09011,WNV,Culex pipiens
2018,2,CT,09011,WNV,Culex restuans
2018,3,CT,09011,WNV,Culiseta melanura
2018,1,CT,09015,WNV,Culiseta melanura
2018,23,MA,25001,WNV,Culex pipiens-restuans (Mixed)
2018,4,MA,25001,WNV,Culiseta melanura
2018,1,MA,25003,WNV,Coquillettidia perturbans
2018,57,MA,25003,WNV,Culex pipiens-restuans (Mixed)
2018,1,MA,25003,WNV,Culiseta melanura
2018,1,MA,25005,WNV,Aedes c. canadensis
2018,38,MA,25005,WNV,Culex pipiens-restuans (Mixed)
2018,23,MA,25005,WNV,Culiseta melanura
2018,2,MA,25007,WNV,Culex pipiens-restuans (Mixed)
2018,7,MA,25009,WNV,Culex pipiens
2018,2,MA,25009,WNV,Culex pipiens-restuans (Mixed)
2018,9,MA,25009,WNV,Culex salinarius
2018,1,MA,25011,WNV,Aedes provocans
2018,43,MA,25011,WNV,Culex pipiens-restuans (Mixed)
2018,2,MA,25013,WNV,Aedes j. japonicus
2018,25,MA,25013,WNV,Culex pipiens-restuans (Mixed)
2018,1,MA,25015,WNV,Coquillettidia perturbans
2018,22,MA,25015,WNV,Culex pipiens-restuans (Mixed)
2018,1,MA,25017,WNV,Aedes c. canadensis
2018,1,MA,25017,WNV,Aedes vexans
2018,1,MA,25017,WNV,Anopheles quadrimaculatus s.l.
2018,1,MA,25017,WNV,Coquillettidia perturbans
2018,61,MA,25017,WNV,Culex pipiens-restuans (Mixed)
2018,45,MA,25017,WNV,Culex sp.
2018,34,MA,25021,WNV,Culex pipiens-restuans (Mixed)
2018,1,MA,25023,WNV,Aedes c. canadensis
2018,1,MA,25023,WNV,Aedes j. japonicus
2018,2,MA,25023,WNV,Coquillettidia perturbans
2018,13,MA,25023,WNV,Culex pipiens-restuans (Mixed)
2018,1,MA,25023,WNV,Culex salinarius
2018,13,MA,25023,WNV,Culiseta melanura
2018,2,MA,25025,WNV,Aedes j. japonicus
2018,25,MA,25025,WNV,Culex pipiens-restuans (Mixed)
2018,1,MA,25027,WNV,Coquillettidia perturbans
2018,5,MA,25027,WNV,Culex pipiens-restuans (Mixed)
2018,109,MA,25027,WNV,Culex sp.
2018,2,ME,23019,WNV,Culex pipiens-restuans (Mixed)
2018,1,ME,23031,WNV,Culex pipiens
2018,1,ME,23031,WNV,Culiseta melanura
2018,1,NH,33005,WNV,Culex pipiens
2018,1,NH,33005,WNV,Culex salinarius
2018,1,NH,33011,WNV,Aedes c. canadensis
2018,1,NH,33011,WNV,Aedes cinereus
2018,2,NH,33011,WNV,Coquillettidia perturbans
2018,3,NH,33011,WNV,Culex pipiens
2018,5,NH,33011,WNV,Culex pipiens-restuans (Mixed)
2018,1,NH,33011,WNV,Psorophora ferox
2018,1,NH,33015,WNV,Aedes cinereus
2018,1,NH,33015,WNV,Coquillettidia perturbans
2018,1,NH,33015,WNV,Culex pipiens
2018,1,NH,33015,WNV,Culex restuans
2018,3,NH,33015,WNV,Culex salinarius
2018,9,NH,33015,WNV,Culiseta melanura
2018,1,NH,33015,WNV,Culiseta morsitans
2018,1,RI,44001,WNV,Culex sp.
2018,2,RI,44005,WNV,Culex sp.
2018,1,RI,44005,WNV,Culiseta morsitans
2018,5,RI,44007,WNV,Culex sp.
2018,1,RI,44009,WNV,Culiseta morsitans
2018,1,VT,50001,WNV,Aedes cinereus
2018,2,VT,50001,WNV,Aedes trivittatus
2018,3,VT,50001,WNV,Aedes vexans
2018,1,VT,50001,WNV,Coquillettidia perturbans
2018,7,VT,50001,WNV,Culex pipiens-restuans (Mixed)
2018,1,VT,50001,WNV,Culiseta melanura
2018,2,VT,50001,WNV,Culiseta morsitans
2018,1,VT,50003,WNV,Aedes j. japonicus
2018,1,VT,50003,WNV,Anopheles punctipennis
2018,2,VT,50003,WNV,Coquillettidia perturbans
2018,1,VT,50003,WNV,Culex pipiens-restuans (Mixed)
2018,1,VT,50005,WNV,Culex pipiens-restuans (Mixed)
2018,1,VT,50007,WNV,Aedes j. japonicus
2018,24,VT,50007,WNV,Culex pipiens-restuans (Mixed)
2018,2,VT,50007,WNV,Culiseta melanura
2018,1,VT,50009,WNV,Aedes c. canadensis
2018,1,VT,50011,WNV,Aedes j. japonicus
2018,13,VT,50011,WNV,Culex pipiens-restuans (Mixed)
2018,3,VT,50011,WNV,Culiseta melanura
2018,1,VT,50011,WNV,Culiseta morsitans
2018,1,VT,50013,WNV,Anopheles quadrimaculatus s.s.
2018,1,VT,50013,WNV,Culiseta melanura
2018,1,VT,50015,WNV,Culex pipiens-restuans (Mixed)
2018,2,VT,50019,WNV,Culex pipiens-restuans (Mixed)
2018,1,VT,50021,WNV,Aedes c. canadensis
2018,1,VT,50021,WNV,Aedes j. japonicus
2018,1,VT,50021,WNV,Anopheles quadrimaculatus s.s.
2018,3,VT,50021,WNV,Coquillettidia perturbans
2018,9,VT,50021,WNV,Culex pipiens-restuans (Mixed)
2018,2,VT,50023,WNV,Culex pipiens-restuans (Mixed)
2018,2,VT,50025,WNV,Aedes j. japonicus
2018,18,VT,50025,WNV,Culex pipiens-restuans (Mixed)
2018,8,VT,50027,WNV,Aedes j. japonicus
2018,38,VT,50027,WNV,Culex pipiens-restuans (Mixed)
2019,19,CT,09001,WNV,Culex pipiens
2019,1,CT,09001,WNV,Culex restuans
2019,1,CT,09001,WNV,Culex salinarius
2019,2,CT,09001,WNV,Culiseta melanura
2019,12,CT,09003,WNV,Culex pipiens
2019,4,CT,09003,WNV,Culex restuans
2019,1,CT,09003,WNV,Culex salinarius
2019,1,CT,09007,WNV,Aedes c. canadensis
2019,1,CT,09007,WNV,Culex pipiens
2019,4,CT,09007,WNV,Culiseta melanura
2019,3,CT,09009,WNV,Coquillettidia perturbans
2019,16,CT,09009,WNV,Culex pipiens
2019,4,CT,09009,WNV,Culex restuans
2019,3,CT,09009,WNV,Culex salinarius
2019,1,CT,09011,WNV,Aedes c. canadensis
2019,1,CT,09011,WNV,Aedes vexans
2019,1,CT,09011,WNV,Anopheles punctipennis
2019,1,CT,09011,WNV,Culex pipiens
2019,1,CT,09011,WNV,Culex restuans
2019,4,CT,09011,WNV,Culiseta melanura
2019,1,CT,09015,WNV,Culiseta morsitans
2019,1,MA,25001,WNV,Culex salinarius
2019,1,MA,25003,WNV,Culex pipiens-restuans (Mixed)
2019,4,MA,25005,WNV,Culex pipiens-restuans (Mixed)
2019,2,MA,25005,WNV,Culex salinarius
2019,10,MA,25005,WNV,Culiseta melanura
2019,3,MA,25009,WNV,Culex pipiens
2019,1,MA,25009,WNV,Culex salinarius
2019,1,MA,25011,WNV,Culex pipiens-restuans (Mixed)
2019,1,MA,25013,WNV,Culex pipiens-restuans (Mixed)
2019,1,MA,25015,WNV,Culex pipiens-restuans (Mixed)
2019,1,MA,25017,WNV,Coquillettidia perturbans
2019,11,MA,25017,WNV,Culex pipiens-restuans (Mixed)
2019,3,MA,25017,WNV,Culex sp.
2019,4,MA,25021,WNV,Culex pipiens-restuans (Mixed)
2019,1,MA,25021,WNV,Culiseta melanura
2019,6,MA,25023,WNV,Coquillettidia perturbans
2019,4,MA,25023,WNV,Culex pipiens-restuans (Mixed)
2019,1,MA,25023,WNV,Culex salinarius
2019,9,MA,25023,WNV,Culiseta melanura
2019,10,MA,25025,WNV,Culex pipiens-restuans (Mixed)
2019,1,MA,25025,WNV,Culex salinarius
2019,1,MA,25027,WNV,Aedes c. canadensis
2019,1,MA,25027,WNV,Culex salinarius
2019,6,MA,25027,WNV,Culex sp.
2019,3,MA,25027,WNV,Culiseta melanura
2019,1,NH,33011,WNV,Culex pipiens-restuans (Mixed)
2019,2,RI,44005,WNV,Culex sp.
2019,2,RI,44009,WNV,Culiseta melanura
2019,1,VT,50001,WNV,Culex pipiens-restuans (Mixed)
2019,2,VT,50007,WNV,Culex pipiens-restuans (Mixed)
2019,1,VT,50011,WNV,Culex pipiens-restuans (Mixed)
2019,1,VT,50019,WNV,Culex pipiens-restuans (Mixed)
2020,1,CT,09001,WNV,Aedes j. japonicus
2020,80,CT,09001,WNV,Culex pipiens
2020,10,CT,09001,WNV,Culex restuans
2020,1,CT,09001,WNV,Culex salinarius
2020,31,CT,09003,WNV,Culex pipiens
2020,5,CT,09003,WNV,Culex restuans
2020,14,CT,09009,WNV,Culex pipiens
2020,1,CT,09009,WNV,Culex restuans
2020,11,MA,25005,WNV,Culex pipiens-restuans (Mixed)
2020,1,MA,25005,WNV,Culiseta melanura
2020,1,MA,25013,WNV,Culex pipiens-restuans (Mixed)
2020,28,MA,25017,WNV,Culex pipiens-restuans (Mixed)
2020,2,MA,25021,WNV,Coquillettidia perturbans
2020,16,MA,25021,WNV,Culex pipiens-restuans (Mixed)
2020,3,MA,25021,WNV,Culex salinarius
2020,2,MA,25023,WNV,Coquillettidia perturbans
2020,2,MA,25023,WNV,Culex pipiens-restuans (Mixed)
2020,1,MA,25023,WNV,Culex salinarius
2020,2,MA,25023,WNV,Culiseta melanura
2020,2,MA,25025,WNV,Culex pipiens
2020,26,MA,25025,WNV,Culex pipiens-restuans (Mixed)
2020,1,NH,33011,WNV,Culex pipiens
2020,1,NH,33011,WNV,Culex restuans
2021,1,CT,09001,WNV,Aedes cinereus
2021,1,CT,09001,WNV,Aedes j. japonicus
2021,1,CT,09001,WNV,Aedes trivittatus
2021,1,CT,09001,WNV,Aedes vexans
2021,69,CT,09001,WNV,Culex pipiens
2021,17,CT,09001,WNV,Culex restuans
2021,5,CT,09001,WNV,Culex salinarius
2021,4,CT,09001,WNV,Culiseta melanura
2021,2,CT,09003,WNV,Aedes cinereus
2021,19,CT,09003,WNV,Culex pipiens
2021,17,CT,09003,WNV,Culex restuans
2021,1,CT,09003,WNV,Culex salinarius
2021,1,CT,09003,WNV,Culiseta melanura
2021,1,CT,09003,WNV,Psorophora ferox
2021,2,CT,09005,WNV,Culex restuans
2021,1,CT,09005,WNV,Culiseta melanura
2021,2,CT,09007,WNV,Culex restuans
2021,1,CT,09007,WNV,Culiseta melanura
2021,27,CT,09009,WNV,Culex pipiens
2021,13,CT,09009,WNV,Culex restuans
2021,1,CT,09009,WNV,Culex salinarius
2021,1,CT,09009,WNV,Psorophora ferox
2021,3,CT,09011,WNV,Aedes cinereus
2021,2,CT,09011,WNV,Culex pipiens
2021,3,CT,09011,WNV,Culex restuans
2021,1,CT,09011,WNV,Culex salinarius
2021,1,CT,09011,WNV,Culiseta melanura
2021,6,CT,09011,WNV,Psorophora ferox
2021,1,CT,09011,WNV,Uranotaenia sapphirina
2021,1,CT,09013,WNV,Aedes trivittatus
2021,1,CT,09013,WNV,Culex pipiens
2021,1,CT,09015,WNV,Culex restuans
2021,2,MA,25001,WNV,Culex pipiens-restuans (Mixed)
2021,4,MA,25003,WNV,Culex pipiens-restuans (Mixed)
2021,15,MA,25005,WNV,Culex pipiens-restuans (Mixed)
2021,1,MA,25005,WNV,Culex salinarius
2021,4,MA,25009,WNV,Aedes vexans
2021,2,MA,25009,WNV,Culex pipiens
2021,7,MA,25009,WNV,Culex salinarius
2021,1,MA,25009,WNV,Culiseta melanura
2021,1,MA,25009,WNV,Psorophora ferox
2021,1,MA,25011,WNV,Culex pipiens-restuans (Mixed)
2021,11,MA,25013,WNV,Culex pipiens-restuans (Mixed)
2021,1,MA,25013,WNV,Culex salinarius
2021,1,MA,25013,WNV,Culiseta melanura
2021,2,MA,25015,WNV,Culex salinarius
2021,1,MA,25017,WNV,Culex pipiens
2021,31,MA,25017,WNV,Culex pipiens-restuans (Mixed)
2021,1,MA,25017,WNV,Culiseta melanura
2021,12,MA,25021,WNV,Culex pipiens-restuans (Mixed)
2021,1,MA,25021,WNV,Culex salinarius
2021,1,MA,25023,WNV,Aedes c. canadensis
2021,3,MA,25023,WNV,Culex pipiens-restuans (Mixed)
2021,2,MA,25023,WNV,Culiseta melanura
2021,18,MA,25025,WNV,Culex pipiens-restuans (Mixed)
2021,1,MA,25027,WNV,Aedes vexans
2021,2,MA,25027,WNV,Culex pipiens
2021,6,MA,25027,WNV,Culex pipiens-restuans (Mixed)
2021,3,MA,25027,WNV,Culex restuans
2021,2,MA,25027,WNV,Culex salinarius
2021,1,MA,25027,WNV,Culex sp.
2021,1,MA,25027,WNV,Culiseta melanura
2021,2,NH,33011,WNV,Culex pipiens-restuans (Mixed)
2021,2,NH,33015,WNV,Culex pipiens
2021,2,NH,33015,WNV,Culiseta melanura
2021,1,RI,44001,WNV,Culex sp.
2021,2,RI,44007,WNV,Coquillettidia perturbans
2021,2,RI,44007,WNV,Culex sp.
2021,1,RI,44007,WNV,Culiseta melanura
