Year,State,County,Week,Arbovirus,CorvidsReported,CorvidsTested,OtherReported,OtherTested
2008,MA,25023,33,WNV,3,2,34,0
2008,MA,25023,34,WNV,4,1,25,0
2008,MA,25023,35,WNV,0,0,28,0
2008,MA,25023,36,WNV,5,1,25,0
2008,MA,25023,37,WNV,2,0,11,0
2008,MA,25023,38,WNV,2,1,8,0
2008,MA,25023,39,WNV,2,0,12,0
2008,MA,25025,23,WNV,0,0,1,0
2008,MA,25025,24,WNV,0,0,1,0
2008,MA,25025,25,WNV,3,0,3,0
2008,MA,25025,26,WNV,1,1,4,0
2008,MA,25025,27,WNV,2,0,1,0
2008,MA,25025,28,WNV,1,0,3,0
2008,MA,25025,29,WNV,0,0,10,0
2008,MA,25025,30,WNV,2,0,13,3
2008,MA,25025,31,WNV,1,1,12,0
2008,MA,25025,32,WNV,1,0,15,0
2008,MA,25025,33,WNV,2,0,9,0
2008,MA,25025,34,WNV,4,0,5,0
2008,MA,25025,35,WNV,3,0,4,0
2008,MA,25025,36,WNV,1,0,5,0
2008,MA,25025,37,WNV,1,0,2,0
2008,MA,25025,38,WNV,1,0,2,0
2008,MA,25025,39,WNV,1,0,1,0
2008,MA,25025,40,WNV,0,0,1,1
2008,MA,25027,23,WNV,0,0,2,0
2008,MA,25027,24,WNV,0,0,1,0
2008,MA,25027,25,WNV,1,0,4,0
2008,MA,25027,26,WNV,0,0,10,0
2008,MA,25027,27,WNV,1,0,8,0
2008,MA,25027,28,WNV,8,0,15,0
2008,MA,25027,29,WNV,3,0,15,0
2008,MA,25027,30,WNV,2,1,8,0
2008,MA,25027,31,WNV,1,0,10,0
2008,MA,25027,32,WNV,3,1,13,0
2008,MA,25027,33,WNV,5,2,8,0
2008,MA,25027,34,WNV,5,0,7,0
2008,MA,25027,35,WNV,5,0,9,0
2008,MA,25027,36,WNV,1,0,7,0
2008,MA,25027,37,WNV,4,0,2,0
2008,MA,25027,38,WNV,7,4,5,0
2008,MA,25027,39,WNV,6,1,7,0
2008,VT,50001,27,WNV,1,0,1,0
2008,VT,50001,30,WNV,0,0,1,0
2008,VT,50001,31,WNV,0,0,7,0
2008,VT,50001,32,WNV,0,0,3,0
2008,VT,50001,33,WNV,0,0,2,0
2008,VT,50001,36,WNV,1,0,0,0
2008,VT,50001,39,WNV,0,0,1,0
2008,VT,50001,42,WNV,0,0,1,0
2008,VT,50003,25,WNV,0,0,1,0
2008,VT,50003,27,WNV,0,0,1,0
2008,VT,50003,30,WNV,0,0,1,1
2008,VT,50003,42,WNV,0,0,3,0
2008,VT,50005,25,WNV,0,0,2,0
2008,VT,50005,26,WNV,0,0,1,0
2008,VT,50005,27,WNV,0,0,1,0
2008,VT,50005,28,WNV,0,0,1,0
2008,VT,50005,31,WNV,0,0,1,0
2008,VT,50005,32,WNV,1,1,0,0
2008,VT,50005,34,WNV,0,0,1,0
2008,VT,50007,25,WNV,4,0,4,1
2008,VT,50007,26,WNV,1,0,4,0
2008,VT,50007,27,WNV,1,0,16,0
2008,VT,50007,28,WNV,2,1,9,0
2008,VT,50007,29,WNV,1,0,7,1
2008,VT,50007,30,WNV,2,0,9,0
2008,VT,50007,31,WNV,0,0,4,0
2008,VT,50007,32,WNV,1,1,5,0
2008,VT,50007,33,WNV,0,0,2,0
2008,VT,50007,34,WNV,1,1,5,1
2008,VT,50007,35,WNV,1,0,2,0
2008,VT,50007,36,WNV,0,0,1,0
2008,VT,50007,37,WNV,1,1,3,0
2008,VT,50007,39,WNV,1,0,3,0
2008,VT,50007,40,WNV,1,1,3,0
2008,VT,50007,41,WNV,0,0,1,0
2008,VT,50009,25,WNV,0,0,1,0
2008,VT,50009,31,WNV,0,0,1,0
2008,VT,50009,40,WNV,0,0,1,0
2008,VT,50011,23,WNV,1,0,0,0
2008,VT,50011,24,WNV,0,0,1,0
2008,VT,50011,25,WNV,0,0,2,0
2008,VT,50011,26,WNV,0,0,2,0
2008,VT,50011,28,WNV,0,0,2,0
2008,VT,50011,29,WNV,0,0,1,1
2008,VT,50011,30,WNV,0,0,2,1
2008,VT,50011,31,WNV,1,0,3,0
2008,VT,50011,32,WNV,0,0,1,0
2008,VT,50011,33,WNV,0,0,1,0
2008,VT,50011,34,WNV,0,0,2,0
2008,VT,50011,35,WNV,0,0,2,0
2008,VT,50011,37,WNV,0,0,2,0
2008,VT,50011,39,WNV,0,0,1,0
2008,VT,50011,40,WNV,0,0,1,0
2008,VT,50013,25,WNV,0,0,1,0
2008,VT,50013,26,WNV,1,1,0,0
2008,VT,50013,27,WNV,0,0,1,0
2008,VT,50013,28,WNV,0,0,1,0
2008,VT,50013,34,WNV,1,0,0,0
2008,VT,50013,39,WNV,1,0,0,0
2008,VT,50015,25,WNV,0,0,2,0
2008,VT,50015,26,WNV,1,0,2,0
2008,VT,50015,27,WNV,1,1,2,0
2008,VT,50015,28,WNV,1,0,0,0
2008,VT,50015,29,WNV,0,0,3,2
2008,VT,50015,31,WNV,0,0,2,1
2008,VT,50015,33,WNV,0,0,1,0
2008,VT,50015,34,WNV,0,0,4,0
2008,VT,50015,37,WNV,0,0,6,0
2008,VT,50017,26,WNV,0,0,2,0
2008,VT,50017,29,WNV,3,1,0,0
2008,VT,50017,30,WNV,1,0,0,0
2008,VT,50017,31,WNV,0,0,1,0
2008,VT,50017,32,WNV,0,0,2,0
2008,VT,50017,36,WNV,0,0,2,0
2008,VT,50019,28,WNV,0,0,2,0
2008,VT,50019,31,WNV,1,0,0,0
2008,VT,50019,32,WNV,0,0,1,1
2008,VT,50019,34,WNV,1,0,1,0
2008,VT,50019,36,WNV,1,1,0,0
2008,VT,50019,39,WNV,0,0,1,0
2008,VT,50019,41,WNV,1,0,1,0
2008,VT,50021,16,WNV,0,0,1,1
2008,VT,50021,25,WNV,1,0,3,2
2008,VT,50021,26,WNV,1,0,2,1
2008,VT,50021,27,WNV,0,0,2,0
2008,VT,50021,28,WNV,1,1,0,0
2008,VT,50021,29,WNV,1,0,3,0
2008,VT,50021,31,WNV,1,0,1,1
2008,VT,50021,32,WNV,0,0,2,0
2008,VT,50021,33,WNV,1,0,1,0
2008,VT,50021,34,WNV,0,0,2,0
2008,VT,50021,35,WNV,0,0,2,0
2008,VT,50021,36,WNV,1,0,3,0
2008,VT,50021,38,WNV,1,0,0,0
2008,VT,50023,25,WNV,0,0,1,0
2008,VT,50023,26,WNV,0,0,2,0
2008,VT,50023,28,WNV,0,0,1,0
2008,VT,50023,30,WNV,0,0,2,1
2008,VT,50023,31,WNV,0,0,1,0
2008,VT,50023,32,WNV,0,0,1,0
2008,VT,50023,34,WNV,2,0,0,0
2008,VT,50023,36,WNV,0,0,1,0
2008,VT,50023,37,WNV,0,0,1,0
2008,VT,50023,38,WNV,0,0,1,0
2008,VT,50023,39,WNV,0,0,1,0
2008,VT,50023,40,WNV,0,0,1,0
2008,VT,50025,25,WNV,0,0,2,0
2008,VT,50025,26,WNV,1,0,2,0
2008,VT,50025,27,WNV,0,0,1,0
2008,VT,50025,28,WNV,0,0,1,0
2008,VT,50025,29,WNV,0,0,1,0
2008,VT,50025,30,WNV,0,0,2,0
2008,VT,50025,31,WNV,0,0,1,0
2008,VT,50025,33,WNV,0,0,3,0
2008,VT,50025,34,WNV,0,0,2,0
2008,VT,50025,35,WNV,0,0,1,0
2008,VT,50025,36,WNV,0,0,1,0
2008,VT,50025,38,WNV,0,0,2,0
2008,VT,50025,39,WNV,0,0,4,0
2008,VT,50025,40,WNV,0,0,4,0
2008,VT,50025,41,WNV,0,0,1,0
2008,VT,50025,42,WNV,0,0,1,0
2008,VT,50027,18,WNV,0,0,1,1
2008,VT,50027,21,WNV,1,1,1,1
2008,VT,50027,22,WNV,0,0,2,2
2008,VT,50027,25,WNV,0,0,2,2
2008,VT,50027,26,WNV,1,1,0,0
2008,VT,50027,27,WNV,1,0,2,0
2008,VT,50027,28,WNV,2,0,2,0
2008,VT,50027,29,WNV,2,1,0,0
2008,VT,50027,30,WNV,1,0,1,1
2008,VT,50027,31,WNV,1,0,2,0
2008,VT,50027,32,WNV,0,0,1,0
2008,VT,50027,33,WNV,0,0,1,0
2008,VT,50027,34,WNV,0,0,1,0
2008,VT,50027,35,WNV,1,0,0,0
2009,VT,50001,25,WNV,0,0,1,1
2009,VT,50001,27,WNV,1,0,2,1
2009,VT,50001,28,WNV,1,0,1,1
2009,VT,50001,31,WNV,0,0,1,0
2009,VT,50003,24,WNV,0,0,1,0
2009,VT,50003,25,WNV,1,0,0,0
2009,VT,50003,27,WNV,0,0,1,1
2009,VT,50003,34,WNV,1,1,0,0
2009,VT,50003,35,WNV,1,1,0,0
2009,VT,50005,25,WNV,0,0,2,0
2009,VT,50005,26,WNV,0,0,1,1
2009,VT,50005,31,WNV,1,0,2,0
2009,VT,50007,23,WNV,0,0,2,0
2009,VT,50007,24,WNV,0,0,4,1
2009,VT,50007,25,WNV,1,0,5,4
2009,VT,50007,26,WNV,0,0,7,2
2009,VT,50007,27,WNV,0,0,7,1
2009,VT,50007,28,WNV,0,0,7,5
2009,VT,50007,29,WNV,0,0,1,1
2009,VT,50007,31,WNV,0,0,1,0
2009,VT,50007,32,WNV,1,0,3,1
2009,VT,50007,33,WNV,0,0,1,0
2009,VT,50007,35,WNV,0,0,2,2
2009,VT,50007,36,WNV,0,0,3,1
2009,VT,50007,37,WNV,0,0,2,0
2009,VT,50011,24,WNV,0,0,1,0
2009,VT,50011,25,WNV,0,0,1,1
2009,VT,50011,30,WNV,1,0,4,2
2009,VT,50011,31,WNV,0,0,1,0
2009,VT,50011,34,WNV,0,0,1,0
2009,VT,50011,41,WNV,1,0,0,0
2009,VT,50011,42,WNV,1,0,0,0
2009,VT,50013,28,WNV,0,0,2,0
2009,VT,50015,25,WNV,0,0,2,2
2009,VT,50015,26,WNV,0,0,1,1
2009,VT,50015,27,WNV,0,0,1,1
2009,VT,50015,28,WNV,1,1,0,0
2009,VT,50015,34,WNV,0,0,1,0
2009,VT,50015,38,WNV,1,1,0,0
2009,VT,50015,40,WNV,0,0,1,0
2009,VT,50017,27,WNV,0,0,3,1
2009,VT,50017,32,WNV,0,0,6,6
2009,VT,50017,35,WNV,1,0,0,0
2009,VT,50017,40,WNV,0,0,2,1
2009,VT,50019,25,WNV,0,0,1,1
2009,VT,50019,31,WNV,0,0,1,1
2009,VT,50019,38,WNV,0,0,1,0
2009,VT,50021,24,WNV,0,0,1,0
2009,VT,50021,25,WNV,0,0,2,1
2009,VT,50021,26,WNV,0,0,3,2
2009,VT,50021,27,WNV,0,0,1,0
2009,VT,50021,28,WNV,1,0,0,0
2009,VT,50021,29,WNV,0,0,2,0
2009,VT,50021,30,WNV,0,0,3,1
2009,VT,50021,34,WNV,0,0,1,0
2009,VT,50021,36,WNV,0,0,1,0
2009,VT,50021,39,WNV,0,0,1,0
2009,VT,50023,25,WNV,0,0,2,2
2009,VT,50023,26,WNV,0,0,2,1
2009,VT,50023,27,WNV,0,0,3,1
2009,VT,50023,28,WNV,0,0,1,1
2009,VT,50023,29,WNV,2,1,0,0
2009,VT,50023,31,WNV,0,0,2,0
2009,VT,50023,32,WNV,1,0,0,0
2009,VT,50023,34,WNV,1,0,0,0
2009,VT,50023,35,WNV,0,0,2,0
2009,VT,50023,36,WNV,0,0,1,0
2009,VT,50025,25,WNV,1,1,0,0
2009,VT,50025,26,WNV,2,0,1,0
2009,VT,50025,27,WNV,0,0,2,1
2009,VT,50025,28,WNV,1,0,1,1
2009,VT,50025,30,WNV,0,0,1,1
2009,VT,50025,31,WNV,0,0,2,1
2009,VT,50025,34,WNV,1,1,0,0
2009,VT,50025,35,WNV,0,0,2,1
2009,VT,50025,36,WNV,2,2,0,0
2009,VT,50025,40,WNV,0,0,4,1
2009,VT,50027,25,WNV,0,0,1,0
2009,VT,50027,27,WNV,0,0,2,0
2009,VT,50027,29,WNV,0,0,1,0
2009,VT,50027,33,WNV,0,0,2,1
2009,VT,50027,36,WNV,0,0,1,1
2009,VT,50027,37,WNV,0,0,2,0
2009,VT,50027,38,WNV,0,0,1,0
2009,VT,50027,39,WNV,0,0,1,1
2009,VT,50027,42,WNV,0,0,1,0
2010,VT,50001,24,WNV,0,0,1,0
2010,VT,50001,25,WNV,1,0,5,1
2010,VT,50001,26,WNV,0,0,1,0
2010,VT,50001,28,WNV,1,0,0,0
2010,VT,50001,30,WNV,0,0,1,0
2010,VT,50001,34,WNV,0,0,1,0
2010,VT,50001,35,WNV,0,0,1,1
2010,VT,50001,38,WNV,0,0,1,1
2010,VT,50001,41,WNV,0,0,3,0
2010,VT,50003,26,WNV,0,0,1,1
2010,VT,50003,27,WNV,0,0,5,0
2010,VT,50003,29,WNV,1,0,0,0
2010,VT,50003,40,WNV,0,0,1,1
2010,VT,50005,26,WNV,0,0,1,1
2010,VT,50005,29,WNV,0,0,2,2
2010,VT,50005,31,WNV,0,0,1,0
2010,VT,50005,38,WNV,0,0,1,0
2010,VT,50007,24,WNV,0,0,2,2
2010,VT,50007,25,WNV,1,0,5,4
2010,VT,50007,26,WNV,0,0,9,4
2010,VT,50007,27,WNV,1,0,6,2
2010,VT,50007,28,WNV,1,0,2,0
2010,VT,50007,29,WNV,1,0,1,0
2010,VT,50007,30,WNV,0,0,1,0
2010,VT,50007,31,WNV,1,0,1,0
2010,VT,50007,32,WNV,1,1,1,1
2010,VT,50007,38,WNV,0,0,1,0
2010,VT,50007,39,WNV,0,0,1,1
2010,VT,50007,41,WNV,1,1,0,0
2010,VT,50009,30,WNV,0,0,1,0
2010,VT,50011,26,WNV,0,0,1,0
2010,VT,50011,27,WNV,0,0,1,0
2010,VT,50011,33,WNV,0,0,4,0
2010,VT,50011,34,WNV,0,0,2,1
2010,VT,50011,39,WNV,0,0,1,0
2010,VT,50013,31,WNV,0,0,2,0
2010,VT,50015,24,WNV,0,0,1,1
2010,VT,50015,28,WNV,0,0,1,1
2010,VT,50015,31,WNV,0,0,2,0
2010,VT,50017,25,WNV,0,0,1,0
2010,VT,50017,29,WNV,1,1,0,0
2010,VT,50017,32,WNV,0,0,2,1
2010,VT,50017,35,WNV,0,0,1,0
2010,VT,50019,25,WNV,0,0,1,0
2010,VT,50019,26,WNV,0,0,1,0
2010,VT,50019,32,WNV,0,0,4,0
2010,VT,50021,26,WNV,1,1,0,0
2010,VT,50021,27,WNV,4,1,1,0
2010,VT,50021,30,WNV,0,0,2,1
2010,VT,50021,31,WNV,1,0,1,0
2010,VT,50021,33,WNV,0,0,2,0
2010,VT,50021,34,WNV,0,0,1,1
2010,VT,50021,40,WNV,1,0,0,0
2010,VT,50023,24,WNV,1,0,1,0
2010,VT,50023,25,WNV,0,0,2,1
2010,VT,50023,26,WNV,1,0,1,0
2010,VT,50023,28,WNV,0,0,1,0
2010,VT,50023,29,WNV,0,0,3,2
2010,VT,50023,31,WNV,0,0,2,0
2010,VT,50023,33,WNV,0,0,1,0
2010,VT,50023,39,WNV,0,0,1,0
2010,VT,50023,40,WNV,0,0,2,1
2010,VT,50023,41,WNV,0,0,1,0
2010,VT,50025,25,WNV,1,0,2,0
2010,VT,50025,27,WNV,0,0,1,0
2010,VT,50025,30,WNV,0,0,2,0
2010,VT,50025,31,WNV,1,0,2,1
2010,VT,50025,35,WNV,0,0,2,0
2010,VT,50025,36,WNV,0,0,1,0
2010,VT,50025,37,WNV,0,0,2,1
2010,VT,50025,38,WNV,0,0,1,1
2010,VT,50025,39,WNV,1,0,0,0
2010,VT,50025,40,WNV,0,0,2,1
2010,VT,50027,23,WNV,0,0,1,1
2010,VT,50027,24,WNV,1,0,2,2
2010,VT,50027,25,WNV,0,0,1,0
2010,VT,50027,27,WNV,0,0,1,0
2010,VT,50027,28,WNV,0,0,1,0
2010,VT,50027,29,WNV,0,0,1,0
2010,VT,50027,30,WNV,0,0,1,0
2010,VT,50027,31,WNV,0,0,2,1
2010,VT,50027,32,WNV,0,0,2,0
2010,VT,50027,35,WNV,1,0,0,0
2010,VT,50027,36,WNV,0,0,1,0
2010,VT,50027,40,WNV,1,1,1,1
2011,VT,50001,25,WNV,0,0,1,0
2011,VT,50001,26,WNV,0,0,2,2
2011,VT,50001,32,WNV,0,0,1,1
2011,VT,50001,34,WNV,1,1,1,1
2011,VT,50001,35,WNV,1,1,0,0
2011,VT,50001,36,WNV,0,0,1,0
2011,VT,50001,37,WNV,1,1,0,0
2011,VT,50001,38,WNV,1,1,0,0
2011,VT,50001,39,WNV,0,0,1,1
2011,VT,50001,40,WNV,1,1,0,0
2011,VT,50003,31,WNV,1,0,0,0
2011,VT,50005,28,WNV,1,0,0,0
2011,VT,50005,34,WNV,1,0,0,0
2011,VT,50005,35,WNV,1,0,0,0
2011,VT,50005,39,WNV,0,0,1,0
2011,VT,50007,25,WNV,4,3,1,1
2011,VT,50007,26,WNV,2,2,0,0
2011,VT,50007,27,WNV,0,0,2,2
2011,VT,50007,28,WNV,0,0,2,0
2011,VT,50007,29,WNV,2,0,1,0
2011,VT,50007,30,WNV,2,0,2,0
2011,VT,50007,31,WNV,2,0,0,0
2011,VT,50007,32,WNV,1,0,0,0
2011,VT,50007,33,WNV,3,1,0,0
2011,VT,50007,34,WNV,2,1,1,1
2011,VT,50007,35,WNV,2,1,2,2
2011,VT,50007,36,WNV,1,0,0,0
2011,VT,50007,37,WNV,1,0,0,0
2011,VT,50007,38,WNV,1,0,2,2
2011,VT,50007,39,WNV,4,1,0,0
2011,VT,50009,25,WNV,1,0,0,0
2011,VT,50011,25,WNV,0,0,2,2
2011,VT,50011,27,WNV,0,0,1,0
2011,VT,50011,28,WNV,0,0,1,0
2011,VT,50011,31,WNV,0,0,1,1
2011,VT,50011,33,WNV,0,0,1,0
2011,VT,50013,38,WNV,1,0,0,0
2011,VT,50015,32,WNV,0,0,1,0
2011,VT,50015,35,WNV,0,0,1,1
2011,VT,50015,37,WNV,0,0,1,0
2011,VT,50017,24,WNV,1,1,0,0
2011,VT,50017,25,WNV,1,1,0,0
2011,VT,50017,27,WNV,1,1,0,0
2011,VT,50017,28,WNV,1,0,0,0
2011,VT,50017,29,WNV,1,0,0,0
2011,VT,50017,30,WNV,1,1,0,0
2011,VT,50017,31,WNV,0,0,1,0
2011,VT,50017,36,WNV,1,1,0,0
2011,VT,50019,29,WNV,1,0,0,0
2011,VT,50019,38,WNV,0,0,1,1
2011,VT,50021,25,WNV,0,0,1,0
2011,VT,50021,26,WNV,0,0,2,0
2011,VT,50021,27,WNV,1,1,0,0
2011,VT,50021,28,WNV,1,0,0,0
2011,VT,50021,32,WNV,1,1,0,0
2011,VT,50021,34,WNV,1,1,4,2
2011,VT,50021,42,WNV,0,0,1,1
2011,VT,50023,25,WNV,0,0,1,0
2011,VT,50023,27,WNV,1,1,1,1
2011,VT,50023,28,WNV,2,1,1,0
2011,VT,50023,38,WNV,0,0,1,0
2011,VT,50023,39,WNV,0,0,1,0
2011,VT,50025,26,WNV,0,0,1,1
2011,VT,50025,28,WNV,1,0,0,0
2011,VT,50025,30,WNV,2,1,0,0
2011,VT,50025,36,WNV,0,0,1,0
2011,VT,50025,37,WNV,1,0,1,1
2011,VT,50027,24,WNV,1,1,0,0
2011,VT,50027,25,WNV,0,0,1,0
2011,VT,50027,27,WNV,1,1,1,0
2011,VT,50027,28,WNV,0,0,1,1
2011,VT,50027,30,WNV,1,1,0,0
2011,VT,50027,31,WNV,0,0,2,2
2011,VT,50027,32,WNV,1,1,0,0
2002,CT,09001,19,WNV,2,0,1,0
2002,CT,09001,20,WNV,3,0,4,0
2002,CT,09001,21,WNV,12,1,21,0
2002,CT,09001,22,WNV,17,1,6,1
2002,CT,09001,23,WNV,24,2,26,1
2002,CT,09001,24,WNV,25,1,22,1
2002,CT,09001,25,WNV,21,0,29,1
2002,CT,09001,26,WNV,27,5,31,0
2002,CT,09001,27,WNV,44,0,73,0
2002,CT,09001,28,WNV,43,8,101,6
2002,CT,09001,29,WNV,41,5,96,8
2002,CT,09001,30,WNV,25,6,48,4
2002,CT,09001,31,WNV,39,8,23,4
2002,CT,09001,32,WNV,61,9,97,4
2002,CT,09001,33,WNV,114,15,76,3
2002,CT,09001,34,WNV,162,10,54,0
2002,CT,09001,35,WNV,149,31,72,3
2002,CT,09001,36,WNV,124,10,63,5
2002,CT,09001,37,WNV,133,24,52,3
2002,CT,09001,38,WNV,68,7,73,0
2002,CT,09001,39,WNV,48,9,52,0
2002,CT,09001,40,WNV,48,5,24,1
2002,CT,09001,41,WNV,27,3,27,0
2002,CT,09001,42,WNV,8,4,16,2
2002,CT,09001,43,WNV,5,0,11,0
2002,CT,09001,44,WNV,3,0,10,0
2002,CT,09001,45,WNV,0,0,1,1
2002,CT,09003,5,WNV,1,0,0,0
2002,CT,09003,19,WNV,5,0,3,0
2002,CT,09003,20,WNV,3,0,4,0
2002,CT,09003,21,WNV,9,3,9,0
2002,CT,09003,22,WNV,8,0,20,2
2002,CT,09003,23,WNV,12,4,34,0
2002,CT,09003,24,WNV,8,2,29,2
2002,CT,09003,25,WNV,12,4,45,2
2002,CT,09003,26,WNV,17,2,27,1
2002,CT,09003,27,WNV,19,2,48,0
2002,CT,09003,28,WNV,36,1,60,0
2002,CT,09003,29,WNV,25,12,30,7
2002,CT,09003,30,WNV,25,7,29,3
2002,CT,09003,31,WNV,31,5,27,4
2002,CT,09003,32,WNV,70,18,68,3
2002,CT,09003,33,WNV,130,30,75,12
2002,CT,09003,34,WNV,109,18,87,6
2002,CT,09003,35,WNV,175,37,83,3
2002,CT,09003,36,WNV,178,24,57,3
2002,CT,09003,37,WNV,103,24,74,6
2002,CT,09003,38,WNV,98,11,54,2
2002,CT,09003,39,WNV,50,2,53,1
2002,CT,09003,40,WNV,26,3,34,0
2002,CT,09003,41,WNV,9,3,12,0
2002,CT,09003,42,WNV,2,1,3,0
2002,CT,09003,43,WNV,3,0,5,0
2002,CT,09003,44,WNV,1,0,2,1
2002,CT,09003,45,WNV,0,1,0,0
2002,CT,09005,19,WNV,1,0,0,0
2002,CT,09005,20,WNV,1,0,0,0
2002,CT,09005,21,WNV,2,0,4,0
2002,CT,09005,22,WNV,2,0,3,0
2002,CT,09005,23,WNV,1,0,5,0
2002,CT,09005,24,WNV,6,0,4,0
2002,CT,09005,25,WNV,4,0,8,0
2002,CT,09005,26,WNV,3,0,5,0
2002,CT,09005,27,WNV,4,1,5,0
2002,CT,09005,28,WNV,5,0,3,0
2002,CT,09005,29,WNV,3,2,5,0
2002,CT,09005,30,WNV,2,0,2,0
2002,CT,09005,31,WNV,4,1,1,0
2002,CT,09005,32,WNV,5,0,8,0
2002,CT,09005,33,WNV,4,2,7,1
2002,CT,09005,34,WNV,3,0,9,0
2002,CT,09005,35,WNV,7,0,6,0
2002,CT,09005,36,WNV,5,3,3,0
2002,CT,09005,37,WNV,7,4,7,0
2002,CT,09005,38,WNV,4,0,4,2
2002,CT,09005,39,WNV,0,1,6,1
2002,CT,09005,40,WNV,5,1,4,0
2002,CT,09005,41,WNV,0,0,2,1
2002,CT,09005,42,WNV,1,1,0,1
2002,CT,09005,43,WNV,0,0,1,0
2002,CT,09007,19,WNV,0,0,2,2
2002,CT,09007,20,WNV,2,0,0,0
2002,CT,09007,21,WNV,2,1,1,0
2002,CT,09007,22,WNV,2,0,4,0
2002,CT,09007,23,WNV,1,1,4,3
2002,CT,09007,24,WNV,2,2,1,2
2002,CT,09007,25,WNV,5,0,4,1
2002,CT,09007,26,WNV,1,0,3,1
2002,CT,09007,27,WNV,1,0,2,1
2002,CT,09007,28,WNV,2,1,1,2
2002,CT,09007,29,WNV,1,1,1,1
2002,CT,09007,30,WNV,1,1,0,1
2002,CT,09007,31,WNV,0,0,1,0
2002,CT,09007,32,WNV,4,1,4,6
2002,CT,09007,33,WNV,4,2,5,0
2002,CT,09007,34,WNV,14,0,2,0
2002,CT,09007,35,WNV,10,3,2,0
2002,CT,09007,36,WNV,10,0,1,1
2002,CT,09007,37,WNV,9,11,4,3
2002,CT,09007,38,WNV,8,3,3,2
2002,CT,09007,39,WNV,11,4,4,0
2002,CT,09007,40,WNV,9,8,6,0
2002,CT,09007,41,WNV,3,2,1,0
2002,CT,09007,42,WNV,0,0,1,0
2002,CT,09009,7,WNV,0,0,0,0
2002,CT,09009,19,WNV,2,0,0,0
2002,CT,09009,20,WNV,4,1,2,0
2002,CT,09009,21,WNV,16,1,24,0
2002,CT,09009,22,WNV,9,0,25,1
2002,CT,09009,23,WNV,11,4,21,2
2002,CT,09009,24,WNV,14,0,24,0
2002,CT,09009,25,WNV,14,4,50,4
2002,CT,09009,26,WNV,20,0,39,10
2002,CT,09009,27,WNV,27,2,51,0
2002,CT,09009,28,WNV,37,10,69,5
2002,CT,09009,29,WNV,25,6,65,15
2002,CT,09009,30,WNV,14,4,40,4
2002,CT,09009,31,WNV,12,2,22,5
2002,CT,09009,32,WNV,35,0,48,0
2002,CT,09009,33,WNV,49,7,58,7
2002,CT,09009,34,WNV,69,7,52,4
2002,CT,09009,35,WNV,102,26,51,15
2002,CT,09009,36,WNV,92,21,47,4
2002,CT,09009,37,WNV,58,16,53,6
2002,CT,09009,38,WNV,60,28,34,11
2002,CT,09009,39,WNV,57,4,53,7
2002,CT,09009,40,WNV,51,1,39,0
2002,CT,09009,41,WNV,34,3,28,1
2002,CT,09009,42,WNV,10,2,7,1
2002,CT,09009,43,WNV,3,0,5,0
2002,CT,09009,44,WNV,5,1,3,0
2002,CT,09011,1,WNV,0,0,1,0
2002,CT,09011,19,WNV,2,0,0,0
2002,CT,09011,20,WNV,1,0,0,0
2002,CT,09011,21,WNV,2,0,2,0
2002,CT,09011,22,WNV,1,0,3,0
2002,CT,09011,23,WNV,0,0,1,1
2002,CT,09011,24,WNV,2,2,1,0
2002,CT,09011,25,WNV,1,0,2,0
2002,CT,09011,26,WNV,2,0,3,0
2002,CT,09011,27,WNV,4,0,7,0
2002,CT,09011,28,WNV,1,0,3,0
2002,CT,09011,29,WNV,4,0,3,2
2002,CT,09011,30,WNV,6,0,4,0
2002,CT,09011,31,WNV,4,2,7,0
2002,CT,09011,32,WNV,2,1,6,3
2002,CT,09011,33,WNV,5,5,11,1
2002,CT,09011,34,WNV,8,1,2,0
2002,CT,09011,35,WNV,5,0,4,1
2002,CT,09011,36,WNV,6,9,4,1
2002,CT,09011,37,WNV,6,13,2,2
2002,CT,09011,38,WNV,8,1,2,4
2002,CT,09011,39,WNV,5,3,10,0
2002,CT,09011,40,WNV,4,4,6,1
2002,CT,09011,41,WNV,2,1,0,0
2002,CT,09011,42,WNV,1,0,4,0
2002,CT,09011,43,WNV,0,0,4,0
2002,CT,09011,44,WNV,1,0,1,0
2002,CT,09013,15,WNV,1,0,0,0
2002,CT,09013,19,WNV,0,0,2,0
2002,CT,09013,21,WNV,0,0,1,0
2002,CT,09013,23,WNV,1,0,2,0
2002,CT,09013,25,WNV,3,0,2,0
2002,CT,09013,26,WNV,2,0,1,0
2002,CT,09013,27,WNV,1,0,1,0
2002,CT,09013,28,WNV,0,0,1,0
2002,CT,09013,29,WNV,2,0,2,0
2002,CT,09013,30,WNV,3,0,0,0
2002,CT,09013,31,WNV,1,0,0,0
2002,CT,09013,32,WNV,6,1,3,0
2002,CT,09013,33,WNV,9,3,5,0
2002,CT,09013,34,WNV,14,6,13,1
2002,CT,09013,35,WNV,8,0,8,0
2002,CT,09013,36,WNV,9,3,3,0
2002,CT,09013,37,WNV,14,6,10,2
2002,CT,09013,38,WNV,6,3,8,1
2002,CT,09013,39,WNV,2,0,4,1
2002,CT,09013,40,WNV,8,2,14,2
2002,CT,09013,41,WNV,1,3,0,0
2002,CT,09013,42,WNV,1,1,0,0
2002,CT,09013,44,WNV,0,0,0,2
2002,CT,09015,22,WNV,1,0,0,0
2002,CT,09015,25,WNV,1,0,0,0
